symbol,window_size_mean,drift_degree,step_mean,time_series,p_norm,cumulant_1_mean,error_cumulant_1_mean,tfs_param_mean,error_tfs_param_mean,drift_coefficient_0_mean,error_drift_coefficient_0_mean,average_error_mean,rsquared_mean,window_size_variance,step_variance,cumulant_1_variance,error_cumulant_1_variance,cumulant_2_variance,error_cumulant_2_variance,tfs_param_variance,error_tfs_param_variance,drift_coefficient_1_variance,error_drift_coefficient_1_variance,average_error_variance,rsquared_variance
JODUSD=X,45,0,4995,log-return,1,-4.06113366614314e-08,2.9597119610419928e-09,8.661565642734871e-05,4.4693663343890515e-06,-0.0005677589972522852,2.7993421809242328e-05,9.05621308162654e-06,0.8772956058891175,38,4484,-9.82476211924013e-07,9.87285613262644e-07,-9.654557959325482e-09,9.993890463815044e-09,0.0011356147575326487,7.354293929085841e-05,-0.010165836182848009,9.862589777089094e-05,6.0206747512457e-07,0.9721366045937742
JODUSD=X,45,0,4995,log-return volatility,1,-0.0010879240535232135,0.00028510433991854297,-5.039713265626055,0.43052694671507513,71.83760474691671,2.6965617857198723,0.8882234962457353,0.9439807608471268,45,4995,1.4516825735246917,29567.937186439194,0.07160766575908159,0.25654520872329345,0.010395475343847318,212.5057324996886,-4331.827446913515,88235901.60377169,16.202921622621925,0.7838258879515245
JPY=X,319,0,6699,absolute log-return,1,-5.470370380788484e-07,6.493055567334776e-08,0.0008986602726954663,7.083207015684428e-05,0.00025666094704771594,0.0004178917863423348,0.00029005690112551233,0.9048724209650261,319,6699,8.70231941880712e-06,3.0882523720826892e-06,1.85291693909394e-07,1.329885750998354e-07,0.0021378554455069114,0.0008163113729704072,-0.012934863148339646,0.00348206906605348,4.4156058007845376e-06,0.6323180993018412
JPY=X,17,0,6834,log-return,1,3.5009434661898913e-08,5.4438788947373265e-09,-0.0001466405991944283,1.032227612558908e-05,0.001049406898391235,6.60381247677427e-05,5.356082922539185e-05,0.4371550251009608,319,6699,5.940795269757216e-06,5.762274723004244e-06,1.2117167956891576e-07,1.8674893046522886e-07,0.002060071764008674,0.0011895874465364762,-0.016363984538231267,0.002890590180997192,6.391931230812045e-06,0.7271698616889312
JPY=X,319,0,6699,log-return volatility,1,-0.00027145583498214526,3.522896017963572e-05,0.6347668404071551,0.038430912770421315,0.1711140740962501,0.22673290429599055,0.17170903492547057,0.9473797769603958,319,6699,-0.00031495535652343557,0.0031923090086483272,-0.000980572192015211,0.00856937854405331,0.3025881730777256,0.37163518162632275,-4.439211592074636,1.671030665535237,0.30229952944528565,0.8435926541816324
KWDUSD=X,125,0,5000,absolute log-return,1,-4.872406924504873e-07,8.075350850642848e-08,0.0004963174631795818,0.00014089528537882128,-0.00010386529533713938,0.000896718241677843,0.00019413738156120306,0.6350414235343509,171,4959,1.3946032285896443e-05,1.316913594778452e-06,1.7528058119702797e-07,5.779404008442993e-08,0.0013460741676764038,0.00042192381421995095,-0.005348994625160954,0.0023641310989846614,2.2697770543303406e-06,0.6938529346873235
KWDUSD=X,100,0,5000,log-return,1,-1.9713923882836132e-08,4.732589511636067e-09,4.167052538223772e-06,8.110397978567275e-06,3.7212284052595067e-05,5.146726944478502e-05,1.3191262506415637e-05,0.6474643100701839,146,4964,1.5394493244963714e-05,1.41639926177711e-06,2.3205966012917256e-07,7.211602162297163e-08,0.0016172420046264484,0.0004373684674430572,-0.007129748607498512,0.0022661658402881282,3.24282848287928e-06,0.6108296873890204
KWDUSD=X,165,0,4950,log-return volatility,1,-0.000983950063828087,0.00012731428876612894,0.9827802145363298,0.21901836630168614,6.388808351071064,1.3818796763084493,0.3087958161946822,0.8039047700129897,146,4964,0.01825116003475309,0.0016004418817939113,0.35013093754049796,0.09872906315648586,2.046005364622552,0.47329196206580787,-9.408951606560771,2.364252825936449,4.428412642514554,0.6515980719713463
KYDUSD=X,60,0,3960,absolute log-return,1,3.0028534213655996e-05,2.3442936289287804e-06,-0.06777546447313872,0.003453364890890237,0.455419537013623,0.021554991883819874,0.006041008714364652,0.8971556977616253,60,3960,0.0004103023846009305,1.907170576886459e-05,0.00044286293294483546,2.6187634248211126e-05,0.1084691043967803,0.0019317147265317783,-0.5706152619202949,0.00782696382788195,0.000985340748036562,0.9648492819231473
KYDUSD=X,60,0,3960,log-return,1,3.27526917471457e-05,2.307273471822288e-06,-0.06694130272067882,0.0033988307903044406,0.435907040300381,0.02121460432695018,0.0065696269403979195,0.8872629224244003,60,3960,0.00038782933965989327,2.9277484854813994e-05,0.000417640468615665,3.9294778240056166e-05,0.10768089539321213,0.0029197724744349602,-0.573267341670817,0.011659834807362681,0.0011671196827540693,0.92776597816644
KYDUSD=X,60,0,3960,log-return volatility,1,0.0008577891232285113,5.771954666806458e-05,-2.176856632576076,0.08502631865245328,16.22190351630096,0.5307118370376724,0.12620668392650514,0.9446049403803334,60,3960,0.016773286445846976,0.0006292727725975854,0.7165679299399722,0.03463762945746364,4.30611463381264,0.06435989339347857,-22.501708531497936,0.26286888677762127,1.5103396395713131,0.9737119580843493
MXN=X,212,0,4876,absolute log-return,1,8.010512814102715e-08,5.494094854034826e-08,0.0006102810672073435,4.621090095492827e-05,-4.049234950078525e-05,0.00026361700199185835,0.00019414544535843747,0.9543994132911842,237,4977,1.656422841824672e-05,2.0404255542621683e-06,3.3383272144118186e-07,1.402213327222301e-07,0.0021060630254388494,0.0006924043290465229,-0.009249537404435959,0.0036571930993373335,3.950205938440549e-06,0.8198787760849191
MXN=X,247,0,4940,log-return,1,4.338452073222701e-08,8.411135912617267e-09,-5.000660964836265e-06,6.994969031692348e-06,-6.735477130027048e-06,4.004964487478926e-05,3.268555851685883e-05,0.7077702485378028,237,4977,1.9415308982896855e-05,2.425657699240321e-06,4.9364809841386e-07,1.885741870261468e-07,0.0026410356933577544,0.0007425488730323603,-0.012312652850044906,0.0037237624320241567,5.342083029232232e-06,0.8793817964492475
MXN=X,250,0,5000,log-return volatility,1,-0.00046954530722522836,6.737140633631262e-05,1.1558558890256307,0.05663551487295988,0.2518775826775517,0.32488248877167974,0.2030795160521636,0.9668977724675598,237,4977,0.00841817193742143,0.0011239589757264209,0.10048257343386338,0.0365517260539533,1.238832631095751,0.306839816966993,-6.16593165238631,1.443318661749846,1.0643319496843517,0.8820212507311378
MYR=X,232,0,4872,absolute log-return,1,-2.2985674905740513e-08,8.135697557705364e-08,0.0005101319530196283,6.548193308665383e-05,-0.00017073607365529874,0.0003742958493693344,0.00030003845134039646,0.8637873075785452,222,4884,0.034402936168810655,98150.48265830845,1.2225754520101826e-07,4.5843057635513525e-08,4.041414736320697e-07,1.153002898146982,0.1388443554585396,396129.74928993714,1.9293395736169947e-06,0.9135172566429488
MYR=X,200,0,5000,log-return,1,4.206985325180453e-08,7.469675088234607e-09,-2.2094041354822072e-05,6.525608175808325e-06,2.2445348495525497e-05,3.801977182767989e-05,2.9611116969454777e-05,0.5953726711407727,232,4872,0.006880491769695485,667.7050229951187,1.64703160660114e-07,7.116482853687636e-08,2.714621140016251e-06,0.26348583337978654,-0.1534423955948118,14888.086365611807,1.8157017399551068e-06,0.9566095400718809
MYR=X,232,0,4872,log-return volatility,1,-0.0010736376456035566,0.00011277883774179397,2.128714810867442,0.09077249674547169,0.4260898310033512,0.518857161127837,0.31800234070348876,0.972901436973489,232,4872,1.6120942622608727,8131.8535340510625,0.16883562564877325,0.07041871715864359,0.011865743938187142,59.898131844920314,-124.19321764257282,625938.193909814,1.760712111486989,0.968064581204839
NZD=X,249,0,4980,absolute log-return,1,-6.245613009134382e-07,8.414209730410915e-08,0.0010348628515460066,7.048098928120211e-05,0.00011822957985173661,0.0004040508174184719,0.0002525110925480486,0.9281803127910639,249,4980,1.3818224627948755e-05,2.2613325901119148e-06,3.369038802669248e-07,1.1622869437317082e-07,0.002541128696871778,0.00047689871772031294,-0.01401314688607257,0.002004306175901073,3.3931763600461423e-06,0.8011038820718969
