symbol,window_size_mean,drift_degree,step_mean,time_series,p_norm,cumulant_1_mean,error_cumulant_1_mean,tfs_param_mean,error_tfs_param_mean,drift_coefficient_0_mean,error_drift_coefficient_0_mean,average_error_mean,window_size_variance,step_variance,cumulant_1_variance,error_cumulant_1_variance,cumulant_2_variance,error_cumulant_2_variance,tfs_param_variance,error_tfs_param_variance,drift_coefficient_1_variance,error_drift_coefficient_1_variance,average_error_variance
GBPUSD=X,247,0,4940,log-return volatility,1,-0.0007238316486567224,0.00010209551134330548,1.4705942913060466,0.08440736089661142,0.36500652652599186,0.47856507960039407,6.9351240045526215,227,4994,0.006287542577774908,0.0020261069693277966,0.06853001921527209,0.046483342292269914,1.140824326014192,0.41953075687489993,-7.627591316264418,1.2702450947870698,1396.9682987914948
HKD=X,142,0,5396,absolute log-return,1,-2.149345840470573e-08,8.717509325233391e-09,5.500407219676143e-05,9.177139959856047e-06,-7.54092879885816e-05,5.554934760737947e-05,0.002639325079575092,103,5459,4.346005552292689e-06,2.815459544752723e-06,5.4127161847076365e-09,1.7267347714673763e-09,0.00013681370995784336,0.0001262443272094445,1.1837382094623932e-06,0.0012090652979903675,1.178450760698886e-07
HKD=X,94,0,5452,log-return,1,1.0194004493457539e-09,2.7987166516406425e-10,-5.727289321099633e-07,3.36874045098186e-07,-4.323379396917991e-08,2.0760790329454155e-06,2.7270116759552973e-06,41,5453,4.709560499422644e-06,1.5619433617675257e-06,6.235596123296241e-09,1.0600075275883213e-09,0.0001456998958008472,6.930672229654829e-05,-1.0071372055768124e-05,0.0006498438586957817,1.4496102585822295e-06
HKD=X,142,0,5396,log-return volatility,1,-0.0026695547785185307,0.00022763461021511932,4.940553258195489,0.23963666206033282,2.2013153974213826,1.4505235847621507,77.04603886538152,142,5396,6.590904460575468,48147.39245054848,2.1754144351836264,0.9671081104451309,0.03693587877304805,270.11649102057737,763.8257425726451,5582740.0689577125,7451.148266453325
HUF=X,199,0,4975,absolute log-return,1,-4.849044013632321e-07,1.1520726439111013e-07,0.0010635257242266063,0.00010303247641356078,3.031763715380973e-06,0.0005985977460118952,0.0004564437829147919,250,5000,2.0076497918662192e-05,1.948941132985777e-06,4.098420435672333e-07,1.678465521505184e-07,0.0021777755141810973,0.0008060840049677484,-0.010203830154667956,0.004052938635409233,0.0032333347988089713
HUF=X,201,0,4824,log-return,1,1.0291717848876462e-07,1.93402672937872e-08,-3.0218516169630978e-05,1.662430472858834e-05,-7.052647191625448e-05,9.590057755195513e-05,0.0016926353257199237,250,5000,2.7078645502296746e-05,2.653070659155934e-06,8.940276692132938e-07,2.987167997765225e-07,0.0034980262875921406,0.000893136128304649,-0.017392812088338195,0.0042378731127700455,0.008852530844183715
HUF=X,250,0,5000,log-return volatility,1,-0.0006267778566353771,6.432892784706795e-05,1.3828049177500197,0.054077871867568295,0.19063882811880362,0.3102108810659538,3.812776547719826,250,5000,0.010889799203463647,0.001107456554776007,0.14061845334003076,0.050849424701206826,1.3695079286194622,0.38833143409507886,-7.006515970967693,1.7875219949649535,1396.179292537131
IDR=X,258,0,5418,absolute log-return,1,1.7703631058876782e-07,2.476299141376072e-07,0.0008056989343784466,0.00022698196268089752,0.0002492236298301809,0.0013227836771612176,0.0052336962269299014,255,5355,0.0002663565986702346,2.9602775029097407e-05,0.0001269108477913484,3.0825970274285136e-05,0.048518626345325055,0.00689088198790452,-0.22083969942439055,0.03621869053289038,1.5688006606410634
IDR=X,265,0,5300,log-return,1,1.3003056993129725e-07,3.079946102645632e-08,-4.4414750416787085e-05,2.7343644353102425e-05,-0.00012433142149719016,0.00015791598884056272,0.0023622970084466134,255,5355,0.0002675225103064427,2.964937445280664e-05,0.00012826474858559258,3.1005691115456516e-05,0.048819172480823035,0.006888391026156485,-0.2224638283333325,0.03616988447782566,1.5901274620321875
IDR=X,265,0,5300,log-return volatility,1,-6.927549572278895e-06,1.2497645153842646e-06,0.0169810692311453,0.0011095362053223528,0.004956593934284219,0.006407832879859277,0.09417528475723314,255,5355,0.0003067805148168181,2.984287209473091e-05,0.00018328433482123855,3.577913612927229e-05,0.06057330331957017,0.006406418246534679,-0.2893244441400264,0.03224989482721316,2.5659516139788985
INR=X,239,0,4780,absolute log-return,1,1.5909454154928007e-07,6.354928887130079e-08,0.00036414216985684877,5.1508347398133374e-05,-0.0001366599444496243,0.00029086395732295397,0.0024598789998457765,239,4780,1.2502956986912627e-05,8.169341102777747e-07,2.13172878635502e-07,3.684399273037538e-08,0.0017754268246415819,0.00020656856978346313,-0.007934175075093346,0.0010570838888389615,0.0018193580683828325
INR=X,219,0,4818,log-return,1,4.432879035469216e-08,1.046464586348693e-08,-7.413685455846229e-06,8.471766385415894e-06,1.9674729838831802e-07,4.855246975419614e-05,3.614893966941962e-05,239,4780,1.582693363779124e-05,9.68744162835524e-07,3.292324674672636e-07,5.6033574865145364e-08,0.0021688203425217233,0.0002571728720616253,-0.009672346018590156,0.001318369940430404,0.0027093741644318723
INR=X,235,0,4935,log-return volatility,1,-0.0008480738937610999,0.00011334485741007483,1.8246573471727852,0.09213906530193187,0.3912907348326571,0.5238677052377927,7.434523961634246,239,4780,0.015081035010466983,0.0010095101788245376,0.3144824406993818,0.054657654884023445,2.173049724124783,0.2503696579882617,-10.452188180203517,1.1969684215072294,2933.5293331016637
JODUSD=X,58,0,4234,absolute log-return,1,-2.160718103606076e-07,6.341545275241978e-08,-0.000787152227273941,8.31820186169992e-05,0.008555106114938014,0.0005031106518086634,0.3764246690572426,58,4234,0.0029126307495326697,279.42695711804913,3.0554877001552123e-08,1.8960888744291372e-08,1.2611910263620707e-06,0.12099461941379581,-0.2108648511614194,20228.611941076117,8.548525027353785e-05
JODUSD=X,44,0,4752,log-return,1,5.281982301223705e-10,2.0767007681226755e-09,2.4815781269355853e-06,2.916112666970004e-06,-2.2697402553359888e-05,1.7888215015427364e-05,0.0012029623353342095,58,4234,-2.2935079672810743e-06,1.6752364902713763e-06,-2.1209987485926148e-08,1.3379969629124459e-08,0.0009864599778450884,0.00010922326340509231,-0.010031480048754109,0.0001892283244158995,0.0031805386429616315
JODUSD=X,58,0,4234,log-return volatility,1,-0.001532858841344698,0.00046096796274509166,-5.198981831999817,0.6046514655962202,74.131123351606,3.6571196487258293,3261.7694274706655,58,4234,4.17463834967282,41156.59068839942,0.5931008539355838,0.38659539160073125,0.017760939030104436,175.23274988792457,-1539.0634862922752,15172418.974388825,8785.778330286073
JPY=X,319,0,6699,absolute log-return,1,-5.470370380788484e-07,6.493055567334776e-08,0.0008986602726954663,7.083207015684428e-05,0.00025666094704771594,0.0004178917863423348,0.004876557994675702,319,6699,8.70231941880712e-06,3.0882523720826892e-06,1.85291693909394e-07,1.329885750998354e-07,0.0021378554455069114,0.0008163113729704072,-0.012934863148339646,0.00348206906605348,0.0039683336419817205
JPY=X,319,0,6699,log-return,1,-1.311348201177639e-08,1.110553807077684e-08,-2.221518328696692e-07,1.2114917235477898e-05,4.989710639949622e-05,7.14750300349291e-05,0.0009480450213477274,319,6699,5.940795269757216e-06,5.762274723004244e-06,1.2117167956891576e-07,1.8674893046522886e-07,0.002060071764008674,0.0011895874465364762,-0.016363984538231267,0.002890590180997192,0.0048377071537029515
JPY=X,319,0,6699,log-return volatility,1,-0.00027145583498214526,3.522896017963572e-05,0.6347668404071551,0.038430912770421315,0.1711140740962501,0.22673290429599055,3.2511674023053976,319,6699,-0.00031495535652343557,0.0031923090086483272,-0.000980572192015211,0.00856937854405331,0.3025881730777256,0.37163518162632275,-4.439211592074636,1.671030665535237,192.7640841104075
KWDUSD=X,147,0,4998,absolute log-return,1,-4.1825060697138993e-07,1.1793279518621613e-07,0.0004512480843738957,0.00019821123563812677,6.325385351226816e-06,0.001231957812968432,0.0003416568608409857,197,4925,1.4426638758261185e-05,2.0640808698025623e-06,1.6781259871651332e-07,8.449832518750781e-08,0.0012534080944334835,0.0006550545510730399,-0.0048348511050876515,0.0036863755383411277,0.0008318000650379881
KWDUSD=X,106,0,4982,log-return,1,-2.078937344130938e-08,5.367628548550985e-09,8.696824289471177e-06,9.434935583009482e-06,3.939299136758629e-06,5.9793179630067583e-05,0.00014969336747208635,197,4925,1.5528703023244116e-05,2.1840904037759004e-06,2.2923869812683304e-07,1.2321434638272272e-07,0.0015905849490437855,0.0007527073853229121,-0.007186208311395013,0.0037470989114347856,0.0015689173748873859
KWDUSD=X,197,0,4925,log-return volatility,1,-0.0010325564507946848,0.00020308145995596983,1.1844578794669134,0.36116164172368787,4.955935176892185,2.292579515247748,89.20683318241174,197,4925,0.018343368784089705,0.0024937078881588624,0.36096888576740654,0.16721971212726827,2.1014817841836253,0.7731855809141133,-9.902057070277165,3.7020504778692476,2856.2411062516294
KYDUSD=X,60,0,3960,absolute log-return,1,3.0028534213655996e-05,2.3442936289287804e-06,-0.06777546447313872,0.003453364890890237,0.455419537013623,0.021554991883819874,26.41433314679014,60,3960,0.0004103023846009305,1.907170576886459e-05,0.00044286293294483546,2.6187634248211126e-05,0.1084691043967803,0.0019317147265317783,-0.5706152619202949,0.00782696382788195,27.033100219579268
KYDUSD=X,60,0,3960,log-return,1,3.27526917471457e-05,2.307273471822288e-06,-0.06694130272067882,0.0033988307903044406,0.435907040300381,0.02121460432695018,25.28260833742206,60,3960,0.00038782933965989327,2.9277484854813994e-05,0.000417640468615665,3.9294778240056166e-05,0.10768089539321213,0.0029197724744349602,-0.573267341670817,0.011659834807362681,26.961391706497388
