symbol,window_size_mean,drift_degree,step_mean,time_series,p_norm,cumulant_1_mean,error_cumulant_1_mean,tfs_param_mean,error_tfs_param_mean,drift_coefficient_0_mean,error_drift_coefficient_0_mean,average_error_mean,window_size_variance,step_variance,cumulant_1_variance,error_cumulant_1_variance,cumulant_2_variance,error_cumulant_2_variance,tfs_param_variance,error_tfs_param_variance,drift_coefficient_1_variance,error_drift_coefficient_1_variance,average_error_variance
PHP=X,193,0,4825,log-return volatility,1,-0.0002805990527860223,2.5032272435095154e-05,0.644713649558613,0.04427078038945204,1.2826714965930486,0.28109627234522255,28.21877292504709,198,4950,0.005798972600679113,0.0004403024314063819,0.03079677771134244,0.010184035701947402,0.5674053253021665,0.1782450704767423,-3.3026277759539084,0.656438264942357,316.6454754486893
RUB=X,208,0,4784,absolute log-return,1,1.7538521651821926e-06,1.8844306791190595e-07,0.00012800846958641523,0.00015912307319416782,-8.621653109859554e-06,0.0009120601262896091,0.0006308184595297345,164,4592,-3.5122184870697845e-05,0.00035198142056209255,-8.391235632612409e-07,7.059644242709785e-05,0.023511466426464962,0.028043473559280434,-0.12617225723950717,0.11361543811360549,0.6035173823697023
RUB=X,201,0,4824,log-return,1,1.0780864288115001e-07,1.9476698545258963e-08,-2.2263759946400035e-05,1.621905031692849e-05,-1.939750328863186e-05,9.188730672824638e-05,0.00042674507286265663,164,4592,-3.399962991700694e-05,0.0003499751922544956,-5.954118040300098e-07,7.085441840406208e-05,0.023627989684399376,0.028004874073363103,-0.12662969384179615,0.11365620827008108,0.6087073112926059
RUB=X,224,0,4704,log-return volatility,1,-6.038609757543946e-06,7.770785990521118e-07,0.008886862103086821,0.0006061957182078194,0.0029049221300410325,0.003446059882963489,0.058098442585575866,213,4899,-2.978330486365761e-06,9.28763750963297e-05,4.241837973136087e-07,6.321786685329592e-06,0.007268001631113325,0.008766951669771109,-0.039207916739385146,0.03706497030169103,0.04777273491262174
SEK=X,263,0,5260,absolute log-return,1,-2.7896552324623097e-07,6.328576125508877e-08,0.0008359377068867437,5.566483817471314e-05,-1.5743242258068152e-06,0.0003218622988056364,0.0002480252492177883,259,5439,1.1035189303848095e-05,1.6719894022642668e-06,1.5948694024559866e-07,8.176705336746523e-08,0.0015205715165871703,0.0005955448736966502,-0.008675452372277943,0.0024865173563431674,0.002041011932088581
SEK=X,49,0,5439,log-return,1,1.276287193526523e-07,1.0570791970532459e-08,-7.062954805311285e-05,1.432439108320923e-05,-2.9459140291603594e-06,8.77738026803467e-05,0.00032850051783768713,259,5439,1.6212909409119556e-05,2.014823136450748e-06,3.79606069911007e-07,1.3842564610024427e-07,0.0024489785727378303,0.0006260004646227398,-0.013722507221383374,0.002676383849262944,0.005199539883265553
SEK=X,267,0,5340,log-return volatility,1,-0.0006154783068932351,7.512768590033523e-05,1.523523617782426,0.06697883182208272,0.2815205136080768,0.388187550687125,5.630410270564367,259,5439,0.008900693993625992,0.0011666180553455828,0.1248334028330278,0.042652653001099106,1.459361850056,0.32368753403775796,-8.352690455643954,1.3457002870061363,1885.9744404409066
SGD=X,248,0,4960,absolute log-return,1,-8.761206056759102e-08,2.8854281857459286e-08,0.00033645784426613744,2.4082868272176963e-05,3.4532844374270306e-05,0.00013797402982546785,0.0006906568875554339,237,4977,6.0136428412815345e-06,5.502832609913207e-07,5.477920998167519e-08,1.23646261593665e-08,0.0009472814255191218,0.0001348192593292665,-0.004765940112952932,0.0006265212843049077,0.0006534851234249351
SGD=X,110,0,4950,log-return,1,3.9452777115908314e-08,3.970129639369854e-09,-2.7026196298633342e-05,4.140443284814198e-06,3.514864632737735e-07,2.4598534797425048e-05,2.362344553545404e-05,237,4977,8.009767089132202e-06,7.649218834014126e-07,1.0613591486194894e-07,2.257835580906376e-08,0.0013714013165007674,0.0001700504430195482,-0.00715990868064307,0.0007584857723430488,0.0014212817389248251
SGD=X,248,0,4960,log-return volatility,1,-0.002227325045594133,0.00026342576816292457,5.281923894855358,0.21986509938011464,0.9519630900573542,1.2596367894630693,19.039261851525485,237,4977,0.03445926383134958,0.00347783896095875,1.9702157407848142,0.4415284071064689,5.917628259491147,0.770656656918146,-31.91219509951436,3.3071756631591187,27334.584505136678
THB=X,241,0,4820,absolute log-return,1,-2.1799924080879727e-08,1.0531297407823913e-07,0.0005807735285111445,8.36382733639805e-05,-0.00025034511225563585,0.00047089239416697824,0.004756557142450623,197,4925,1.84182726638613e-05,1.2679953982061687e-06,2.780254169462292e-07,6.912249982018678e-08,0.001609606669853218,0.0004261615658396342,-0.006249370130078867,0.0024010531365914176,0.001687986924960249
THB=X,29,0,4988,log-return,1,2.664362459143346e-08,8.309613963777158e-09,-1.9947779968336595e-05,1.0868767664994938e-05,-7.139570524467029e-08,6.585150012310419e-05,4.856662221727277e-05,238,4998,2.2916264842816496e-05,1.3071556843539655e-06,5.079519997582341e-07,1.20051613433222e-07,0.002351259969109187,0.0005297753809081695,-0.00975402173891413,0.0029327376828139737,0.003509536639743847
THB=X,241,0,4820,log-return volatility,1,-0.0004948195090674894,7.753334803273313e-05,1.5494679599441121,0.06157601002395399,0.16607844321470386,0.34667956854914544,3.1554904183785633,238,4998,0.01541487335853444,0.0009218346199709709,0.26550051834060284,0.06011002572567207,1.8153767677499364,0.3435615928650661,-8.384563569640152,1.7422140744877093,2329.232380971734
ZAR=X,248,0,4960,absolute log-return,1,-9.561556638691e-07,1.7459113836483207e-07,0.0013530995974837495,0.00014606057242403167,0.0006084733584860311,0.0008334970351049609,0.011560993809601388,248,4960,1.5521786449391083e-05,3.876125796596283e-06,5.082959712767941e-07,2.2646463424370917e-07,0.003381654635695658,0.0006909754729097045,-0.01980342485843332,0.002656745215544338,0.00921230479917111
ZAR=X,227,0,4994,log-return,1,4.1205089897711226e-09,1.3073756375638532e-08,2.2786384513997277e-05,1.1297436799784428e-05,-1.4330496591008015e-07,6.519545136315951e-05,4.277677540060926e-05,248,4960,2.0557829219832024e-05,4.716228614730743e-06,1.0643707253036612e-06,3.8631092606132105e-07,0.0052696996990193885,0.000756384536978782,-0.0314537051732418,0.002824919658666857,0.022801135278705024
ZAR=X,248,0,4960,log-return volatility,1,-0.00043833109934782237,5.771660548567608e-05,0.7820266174800578,0.04828492200154699,0.22263382572680943,0.27553875656676524,4.230042687692027,248,4960,0.0038350581246256858,0.0008070534268597012,0.03872960173858341,0.01256048948335839,1.0246511305291532,0.12648013976923658,-6.200548527351741,0.4621714162059967,873.9869521502806
